Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.157",,,"PATRIC.562.123410.562.123410.con.0001.CDS.174206.174715.rev","PATRIC","CDS",174206,174715,510,"-",,"PLF_561_00003117","PGF_01309240",,169,,"PTS system, glucose-specific IIA component (EC 2.7.1.199)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.158",,,"PATRIC.562.123410.562.123410.con.0001.CDS.174756.176483.rev","PATRIC","CDS",174756,176483,1728,"-",,"PLF_561_00000754","PGF_00033423",,575,,"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.159",,,"PATRIC.562.123410.562.123410.con.0001.CDS.176528.176785.rev","PATRIC","CDS",176528,176785,258,"-",,"PLF_561_00002660","PGF_08051111",,85,,"Phosphotransferase system, phosphocarrier protein HPr",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.160",,,"PATRIC.562.123410.562.123410.con.0001.CDS.176925.177050.fwd","PATRIC","CDS",176925,177050,126,"+",,"PLF_561_00006993","PGF_00136493",,41,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.161",,,"PATRIC.562.123410.562.123410.con.0001.CDS.177169.178140.rev","PATRIC","CDS",177169,178140,972,"-",,"PLF_561_00002279","PGF_04405923",,323,,"Cysteine synthase (EC 2.5.1.47)","GO:0004124|cysteine synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.162",,,"PATRIC.562.123410.562.123410.con.0001.CDS.178325.179086.rev","PATRIC","CDS",178325,179086,762,"-",,"PLF_561_00002230","PGF_06152571",,253,,"Sulfate transporter, CysZ-type",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.163",,,"PATRIC.562.123410.562.123410.con.0001.CDS.179316.180314.fwd","PATRIC","CDS",179316,180314,999,"+",,"PLF_561_00001410","PGF_00417104",,332,,"Cell division protein ZipA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.164",,,"PATRIC.562.123410.562.123410.con.0001.CDS.180385.182400.fwd","PATRIC","CDS",180385,182400,2016,"+",,"PLF_561_00001178","PGF_04333086",,671,,"DNA ligase (NAD(+)) (EC 6.5.1.2)","GO:0003911|DNA ligase (NAD+) activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.165",,,"PATRIC.562.123410.562.123410.con.0001.CDS.182402.182620.fwd","PATRIC","CDS",182402,182620,219,"+",,"PLF_561_00003048","PGF_08327623",,72,,"Uncharacterized protein YpeB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.166",,,"PATRIC.562.123410.562.123410.con.0001.CDS.182617.183615.rev","PATRIC","CDS",182617,183615,999,"-",,"PLF_561_00002513","PGF_00040502",,332,,"Uncharacterized protein YfeH",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.167",,,"PATRIC.562.123410.562.123410.con.0001.CDS.183705.184631.fwd","PATRIC","CDS",183705,184631,927,"+",,"PLF_561_00000201","PGF_04783600",,308,,"Transcriptional regulator YfeR, LysR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.168",,,"PATRIC.562.123410.562.123410.con.0001.CDS.184670.185434.rev","PATRIC","CDS",184670,185434,765,"-",,"PLF_561_00004018","PGF_00042488",,254,,"Uncharacterized outer membrane protein YfeN",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.169",,,"PATRIC.562.123410.562.123410.con.0001.CDS.185683.186516.fwd","PATRIC","CDS",185683,186516,834,"+",,"PLF_561_00004026","PGF_00066970",,277,,"Xanthosine phosphorylase (EC 2.4.2.1)","GO:0004731|purine-nucleoside phosphorylase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.21",,,"PATRIC.562.123410.562.123410.con.0001.CDS.18574.19149.fwd","PATRIC","CDS",18574,19149,576,"+",,"PLF_561_00002133","PGF_03079268",,191,,"RNA polymerase sigma factor RpoE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.170",,,"PATRIC.562.123410.562.123410.con.0001.CDS.186577.187833.fwd","PATRIC","CDS",186577,187833,1257,"+",,"PLF_561_00003929","PGF_00066969",,418,,"Xanthosine permease",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.171",,,"PATRIC.562.123410.562.123410.con.0001.CDS.187886.188044.fwd","PATRIC","CDS",187886,188044,159,"+",,"PLF_561_00004029","PGF_00818774",,52,,"XapX-like protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.172",,,"PATRIC.562.123410.562.123410.con.0001.CDS.188085.188969.fwd","PATRIC","CDS",188085,188969,885,"+",,"PLF_561_00003937","PGF_00066968",,294,,"Xanthosine operon regulatory protein XapR, LysR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.173",,,"PATRIC.562.123410.562.123410.con.0001.CDS.189601.189732.rev","PATRIC","CDS",189601,189732,132,"-",,"PLF_561_00000194","PGF_00270527",,43,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.174",,,"PATRIC.562.123410.562.123410.con.0001.CDS.189736.191151.fwd","PATRIC","CDS",189736,191151,1416,"+",,"PLF_561_00000122","PGF_00008335",,471,,"Glutamyl-tRNA synthetase (EC 6.1.1.17)","GO:0004818|glutamate-tRNA ligase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.175",,,"PATRIC.562.123410.562.123410.con.0001.CDS.191202.191594.rev","PATRIC","CDS",191202,191594,393,"-",,"PLF_561_00025772","PGF_01640375",,130,,"Uncharacterized protein yfeC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.176",,,"PATRIC.562.123410.562.123410.con.0001.CDS.191596.191955.rev","PATRIC","CDS",191596,191955,360,"-",,"PLF_561_00000162","PGF_00042388",,119,,"Uncharacterized protein yfeC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.22",,,"PATRIC.562.123410.562.123410.con.0001.CDS.19182.19832.fwd","PATRIC","CDS",19182,19832,651,"+",,"PLF_561_00002349","PGF_04039232",,216,,"Sigma factor RpoE negative regulatory protein RseA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.178",,,"PATRIC.562.123410.562.123410.con.0001.CDS.192573.194762.fwd","PATRIC","CDS",192573,194762,2190,"+",,"PLF_561_00030205","PGF_01625548",,729,,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeA","GO:0071111|cyclic-guanylate-specific phosphodiesterase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.179",,,"PATRIC.562.123410.562.123410.con.0001.CDS.194812.196014.rev","PATRIC","CDS",194812,196014,1203,"-",,"PLF_561_00000792","PGF_02314384",,400,,"Na+ dependent nucleoside transporter NupC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.180",,,"PATRIC.562.123410.562.123410.con.0001.CDS.196350.197588.fwd","PATRIC","CDS",196350,197588,1239,"+",,"PLF_561_00002200","PGF_00905234",,412,,"Manganese transport protein MntH",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.181",,,"PATRIC.562.123410.562.123410.con.0001.CDS.197729.198055.rev","PATRIC","CDS",197729,198055,327,"-",,"PLF_561_00002860","PGF_03065060",,108,,"Uncharacterized protein YpeC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.182",,,"PATRIC.562.123410.562.123410.con.0001.CDS.198170.199426.rev","PATRIC","CDS",198170,199426,1257,"-",,"PLF_561_00000658","PGF_01084675",,418,,"Chloride channel protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.23",,,"PATRIC.562.123410.562.123410.con.0001.CDS.19832.20788.fwd","PATRIC","CDS",19832,20788,957,"+",,"PLF_561_00002732","PGF_00052053",,318,,"Sigma factor RpoE negative regulatory protein RseB precursor",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.183",,,"PATRIC.562.123410.562.123410.con.0001.CDS.199630.200595.fwd","PATRIC","CDS",199630,200595,966,"+",,"PLF_561_00001422","PGF_00007844",,321,,"Glucokinase (EC 2.7.1.2)","GO:0004340|glucokinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.184",,,"PATRIC.562.123410.562.123410.con.0001.CDS.200814.201140.fwd","PATRIC","CDS",200814,201140,327,"+",,"PLF_561_00001646","PGF_00029648",,108,,"PTS system, fructose-like IIB component FryB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.185",,,"PATRIC.562.123410.562.123410.con.0001.CDS.201162.202409.fwd","PATRIC","CDS",201162,202409,1248,"+",,"PLF_561_00000928","PGF_00029656",,415,,"PTS system, fructose-like IIC component FryC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.186",,,"PATRIC.562.123410.562.123410.con.0001.CDS.202425.203510.fwd","PATRIC","CDS",202425,203510,1086,"+",,"PLF_561_00000338","PGF_03750541",,361,,"Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.187",,,"PATRIC.562.123410.562.123410.con.0001.CDS.203510.204547.fwd","PATRIC","CDS",203510,204547,1038,"+",,"PLF_561_00002323","PGF_00026261",,345,,"Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.188",,,"PATRIC.562.123410.562.123410.con.0001.CDS.204572.207067.fwd","PATRIC","CDS",204572,207067,2496,"+",,"PLF_561_00000336","PGF_00033423",,831,,"Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.189",,,"PATRIC.562.123410.562.123410.con.0001.CDS.207070.207927.rev","PATRIC","CDS",207070,207927,858,"-",,"PLF_561_00000804","PGF_00065862",,285,,"Uncharacterized transcriptional regulator YpdC, AraC family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.24",,,"PATRIC.562.123410.562.123410.con.0001.CDS.20785.21264.fwd","PATRIC","CDS",20785,21264,480,"+",,"PLF_561_00002999","PGF_02294260",,159,,"Sigma factor RpoE regulatory protein RseC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.190",,,"PATRIC.562.123410.562.123410.con.0001.CDS.207940.208677.rev","PATRIC","CDS",207940,208677,738,"-",,"PLF_561_00000382","PGF_03376035",,245,,"Two-component transcriptional response regulator YpdB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.191",,,"PATRIC.562.123410.562.123410.con.0001.CDS.208692.210389.rev","PATRIC","CDS",208692,210389,1698,"-",,"PLF_561_00001032","PGF_00050592",,565,,"Sensor histidine kinase YpdA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.192",,,"PATRIC.562.123410.562.123410.con.0001.CDS.210766.212004.fwd","PATRIC","CDS",210766,212004,1239,"+",,"PLF_561_00002446","PGF_05498463",,412,,"Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)","GO:0004021|L-alanine:2-oxoglutarate aminotransferase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.193",,,"PATRIC.562.123410.562.123410.con.0001.CDS.212496.213416.rev","PATRIC","CDS",212496,213416,921,"-",,"PLF_561_00001744","PGF_00017064",,306,,"Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.5",,,"PATRIC.562.123410.562.123410.con.0001.CDS.2135.2359.fwd","PATRIC","CDS",2135,2359,225,"+",,"PLF_561_00000055","PGF_01000105",,74,,"Mobile element protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.194",,,"PATRIC.562.123410.562.123410.con.0001.CDS.213769.214011.fwd","PATRIC","CDS",213769,214011,243,"+",,"PLF_561_00002898","PGF_00065550",,80,,"Uncharacterized protein YfdY",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.195",,,"PATRIC.562.123410.562.123410.con.0001.CDS.214088.214348.rev","PATRIC","CDS",214088,214348,261,"-",,"PLF_561_00005851","PGF_00064783",,86,,"Uncharacterized lipoprotein YpdI",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.25",,,"PATRIC.562.123410.562.123410.con.0001.CDS.21462.23261.fwd","PATRIC","CDS",21462,23261,1800,"+",,"PLF_561_00002606","PGF_00060414",,599,,"Translation elongation factor LepA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.196",,,"PATRIC.562.123410.562.123410.con.0001.CDS.214659.215294.fwd","PATRIC","CDS",214659,215294,636,"+",,"PLF_561_00001547","PGF_00037990",,211,,"Protein YfdX",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.197",,,"PATRIC.562.123410.562.123410.con.0001.CDS.215806.217056.fwd","PATRIC","CDS",215806,217056,1251,"+",,"PLF_561_00003086","PGF_00006287",,416,,"Formyl-coenzyme A transferase (EC 2.8.3.16)","GO:0033608|formyl-CoA transferase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.198",,,"PATRIC.562.123410.562.123410.con.0001.CDS.217110.218804.fwd","PATRIC","CDS",217110,218804,1695,"+",,"PLF_561_00003057","PGF_00028527",,564,,"Oxalyl-CoA decarboxylase (EC 4.1.1.8)","GO:0008949|oxalyl-CoA decarboxylase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.199",,,"PATRIC.562.123410.562.123410.con.0001.CDS.218874.219818.fwd","PATRIC","CDS",218874,219818,945,"+",,"PLF_561_00003226","PGF_00065880",,314,,"Uncharacterized transporter YfdV",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.200",,,"PATRIC.562.123410.562.123410.con.0001.CDS.219892.221037.fwd","PATRIC","CDS",219892,221037,1146,"+",,"PLF_561_00000155","PGF_00067324",,381,,"YfdE protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.201",,,"PATRIC.562.123410.562.123410.con.0001.CDS.221093.224686.rev","PATRIC","CDS",221093,224686,3594,"-",,"PLF_561_00033141","PGF_00012469",,1197,,"Hybrid sensory histidine kinase in two-component regulatory system with EvgA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.202",,,"PATRIC.562.123410.562.123410.con.0001.CDS.224691.225305.rev","PATRIC","CDS",224691,225305,615,"-",,"PLF_561_00001654","PGF_00035025",,204,,"Positive transcription regulator EvgA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.203",,,"PATRIC.562.123410.562.123410.con.0001.CDS.225721.226884.fwd","PATRIC","CDS",225721,226884,1164,"+",,"PLF_561_00003213","PGF_00023214",,387,,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.204",,,"PATRIC.562.123410.562.123410.con.0001.CDS.226884.228422.fwd","PATRIC","CDS",226884,228422,1539,"+",,"PLF_561_00001862","PGF_00023217",,512,,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.205",,,"PATRIC.562.123410.562.123410.con.0001.CDS.228530.229858.rev","PATRIC","CDS",228530,229858,1329,"-",,"PLF_561_00000172","PGF_00421032",,442,,"D-serine ammonia-lyase (EC 4.3.1.18)","GO:0008721|D-serine ammonia-lyase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.206",,,"PATRIC.562.123410.562.123410.con.0001.CDS.229876.231213.rev","PATRIC","CDS",229876,231213,1338,"-",,"PLF_561_00000205","PGF_00421038",,445,,"D-serine permease DsdX",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.207",,,"PATRIC.562.123410.562.123410.con.0001.CDS.231431.232366.fwd","PATRIC","CDS",231431,232366,936,"+",,"PLF_561_00004333","PGF_00421034",,311,,"D-serine dehydratase transcriptional activator",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.208",,,"PATRIC.562.123410.562.123410.con.0001.CDS.232554.232754.rev","PATRIC","CDS",232554,232754,201,"-",,"PLF_561_00005739","PGF_05392013",,66,,"Gene 18 protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.26",,,"PATRIC.562.123410.562.123410.con.0001.CDS.23277.24251.fwd","PATRIC","CDS",23277,24251,975,"+",,"PLF_561_00002027","PGF_05785543",,324,,"Signal peptidase I (EC 3.4.21.89)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.209",,,"PATRIC.562.123410.562.123410.con.0001.CDS.232812.232979.rev","PATRIC","CDS",232812,232979,168,"-",,"PLF_561_00006117","PGF_00032181",,55,,"Phage protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.210",,,"PATRIC.562.123410.562.123410.con.0001.CDS.233052.233336.rev","PATRIC","CDS",233052,233336,285,"-",,"PLF_561_00077787","PGF_01524160",,94,,"Phage protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.211",,,"PATRIC.562.123410.562.123410.con.0001.CDS.233329.233613.rev","PATRIC","CDS",233329,233613,285,"-",,"PLF_561_00006995","PGF_06950068",,94,,"Phage protein (ACLAME 1442)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.212",,,"PATRIC.562.123410.562.123410.con.0001.CDS.233613.234185.rev","PATRIC","CDS",233613,234185,573,"-",,,"PGF_08086784",,190,,"Phage ea22 protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.213",,,"PATRIC.562.123410.562.123410.con.0001.CDS.234187.234486.rev","PATRIC","CDS",234187,234486,300,"-",,"PLF_561_00143682","PGF_00752144",,99,,"Phage protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.214",,,"PATRIC.562.123410.562.123410.con.0001.CDS.234483.235001.rev","PATRIC","CDS",234483,235001,519,"-",,"PLF_561_00013631","PGF_10331201",,172,,"Phage eae protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.215",,,"PATRIC.562.123410.562.123410.con.0001.CDS.235096.235392.rev","PATRIC","CDS",235096,235392,297,"-",,"PLF_561_00005134","PGF_07855154",,98,,"Phage anti-RecBCD 2",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.216",,,"PATRIC.562.123410.562.123410.con.0001.CDS.235416.235799.rev","PATRIC","CDS",235416,235799,384,"-",,"PLF_561_00006207","PGF_10321151",,127,,"hypothetical protein",
