Family ID,Proteins,Genomes,Description,Min AA Length,Max AA Length,Mean,Std Dev
PGF_00009967,11,11,"Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)",273,324,300.90909090909093,11.750857186950201
PGF_06216244,32,32,"DNA recombination and repair protein RecO",215,280,247.625,13.685644851449274
PGF_00007027,49,49,"GTP-binding protein Era",275,354,305.0408163265306,15.962915164784308
PGF_00641077,25,24,"FIG139598: Potential ribosomal protein",90,116,106.92,5.939158189508005
PGF_08331244,21,21,"Diacylglycerol kinase (EC 2.7.1.107)",81,345,140.38095238095238,54.74745150883298
PGF_00020361,49,49,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",117,183,159.6530612244898,14.859273226944387
PGF_00033237,49,47,"Phosphate starvation-inducible protein PhoH, predicted ATPase",115,394,328.6938775510204,47.493159155790536
PGF_10054809,26,26,"Transamidase GatB domain protein",144,150,147.34615384615384,1.7307692307692308
PGF_04034430,41,41,"SSU ribosomal protein S21p",57,97,61.31707317073171,7.2261011462014455
PGF_04978890,50,50,"LSU ribosomal protein L21p",100,198,104.52,13.421236902759745
PGF_00033411,9,9,"Phosphoenolpyruvate synthase regulatory protein",270,285,276.22222222222223,4.340449996583247
PGF_10390510,1,1,"hypothetical protein",37,37,37,0
PGF_03079582,6,5,"Uncharacterized GabP-family amino acid permease LBA0995",479,492,484.6666666666667,4.6785562825394
PGF_10343884,31,24,"Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)",242,461,385.06451612903226,49.11864207161489
PGF_03067011,20,1,"hypothetical protein",37,78,55.6,14.154151334502538
PGF_00424337,34,34,"Endonuclease IV (EC 3.1.21.2)",274,306,285.1470588235294,9.616567667438426
PGF_02012541,1,1,"Streptococcal hemagglutinin protein",256,256,256,0
PGF_04845029,49,49,"LSU ribosomal protein L19p",113,141,117.06122448979592,4.259003252488354
PGF_01308267,16,14,"Beta-1,3-glucosyltransferase",305,401,330.5,22.25140445005663
PGF_00007081,8,5,"Galactofuranose transferase",335,351,341.625,5.91475908216049
PGF_00041073,9,7,"Putative glycosyltransferase",127,308,277.44444444444446,53.475043215630784
PGF_02008335,9,8,"Uncharacterized UPF0750 membrane protein SPy2155",66,306,250.33333333333334,75.39230729988306
PGF_05083865,16,14,"Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)",161,212,175,12.33389638354401
PGF_00012840,5,5,"Hydrolase, haloacid dehalogenase-like family",204,209,207,1.6733200530681511
PGF_01380834,36,26,"Esterase/lipase",261,519,324.80555555555554,61.10183641741259
PGF_00421071,52,50,"D-aminoacyl-tRNA deacylase (EC 3.1.1.96)",38,211,148.98076923076923,19.364410639321925
PGF_00010349,54,49,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II",39,788,691.9629629629629,179.55995212194634
PGF_02015385,1,1,"hypothetical protein",108,108,108,0
PGF_10233208,48,47,"16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)",80,275,240.83333333333334,28.218148218635623
PGF_00048840,42,42,"Ribosomal protein L11 methyltransferase",280,340,308.4047619047619,16.945373752442798
PGF_00115195,1,1,"hypothetical protein",163,163,163,0
PGF_07076100,32,24,"Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)",257,411,330.03125,36.437004177587106
PGF_02013755,1,1,"Putative membrane-spanning protein",116,116,116,0
PGF_04757145,28,21,"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family",70,340,252.71428571428572,53.87741187366076
PGF_01043799,73,48,"Transcription elongation factor GreA",147,176,160.1917808219178,5.084646602788501
PGF_01776925,29,25,"Uridine kinase (EC 2.7.1.48)",83,237,203.58620689655172,27.901943130182755
PGF_01534078,31,30,"Murein endolytic transglycosylase MltG",286,483,372.741935483871,41.46974625336424
PGF_00033095,49,49,"Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)",429,869,808.6122448979592,59.25311197425754
PGF_02019462,50,50,"Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)",327,409,345.38,11.224776167033355
PGF_03320197,59,33,"Transcriptional regulator, HxlR family",51,139,110.88135593220339,16.919635314580425
PGF_00426806,6,6,"FIG005986: HD family hydrolase",167,174,169.83333333333334,2.4776781245530843
PGF_02013991,1,1,"hypothetical protein",147,147,147,0
PGF_01175502,35,30,"DNA-binding protein HBsu",89,95,91.11428571428571,1.0077252622027655
PGF_00007024,43,43,"GTP-binding protein EngA",427,490,440.83720930232556,9.245816734920037
PGF_09939762,57,47,"SSU ribosomal protein S1p",231,702,431.280701754386,121.4220931927012
PGF_02455692,43,42,"Cytidylate kinase (EC 2.7.4.25)",70,245,218.06976744186048,26.645297459216
PGF_00017739,4,4,"LysM domain",183,217,201.5,12.298373876248844
PGF_00017021,1,1,"ATP-dependent DNA helicase, RecQ family",481,481,481,0
PGF_00205798,2,2,"hypothetical protein",192,347,269.5,77.5
PGF_02021671,1,1,"hypothetical protein",45,45,45,0
PGF_00905234,30,24,"Manganese transport protein MntH",88,535,438.6666666666667,78.16279308099361
PGF_00045994,13,13,"Pyruvate kinase (EC 2.7.1.40) / Phosphohistidine swiveling domain",582,610,589.6923076923077,6.389710663783135
PGF_03751878,39,36,"Substrate-specific component RibU of riboflavin ECF transporter",175,249,205.94871794871796,14.844404484861984
PGF_00048829,32,32,"LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22)",204,488,297.4375,97.2727921556177
PGF_06649360,36,36,"Segregation and condensation protein B",176,300,199,22.396676340723218
PGF_02517283,36,36,"Segregation and condensation protein A",225,304,254.88888888888889,16.237435788561392
PGF_00656741,2,2,"Protein RibT",121,126,123.5,2.5
PGF_00052943,37,35,"Site-specific tyrosine recombinase XerD",39,324,296.7837837837838,44.078023656542996
PGF_10470343,17,16,"Ferric uptake regulation protein FUR",119,163,147.52941176470588,11.130866712508345
PGF_02026136,20,20,"Uncharacterized S1 RNA binding domain protein YitL",273,297,284.7,8.258934555982387
PGF_00413208,50,49,"tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)",197,489,267.04,64.03747652742103
PGF_06000821,48,48,"16S rRNA processing protein RimM",139,219,176.52083333333334,14.908036959044013
PGF_04388239,36,36,"KH domain RNA binding protein YlqC",75,93,78.08333333333333,3.882832585740581
PGF_00178044,50,50,"SSU ribosomal protein S16p",79,185,111.14,41.0287752680969
PGF_00052238,50,50,"Signal recognition particle protein Ffh",439,553,468.86,34.742486957614304
PGF_06632167,30,30,"Signal recognition particle associated protein",103,166,117.4,10.833897421211507
PGF_08905885,50,50,"Signal recognition particle receptor FtsY",267,526,354.34,64.56643400405508
PGF_09950730,36,35,"Chromosome partition protein smc",424,1225,1148.2777777777778,152.96488542420283
PGF_03790040,51,49,"Ribonuclease III (EC 3.1.26.3)",81,360,245.31372549019608,44.88001004686827
PGF_07487229,72,42,"Acyl carrier protein",72,557,87.13888888888889,58.18870297850767
PGF_00033289,34,33,"Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)",142,349,329.2352941176471,42.77235144860412
PGF_02226715,51,50,"ATP-dependent DNA helicase RecG (EC 3.6.4.12)",57,943,695.3333333333334,116.14859763262811
PGF_07421229,98,42,"6-phosphofructokinase (EC 2.7.1.11)",81,415,338.5816326530612,51.09193863275117
PGF_00423429,32,32,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain",541,842,566.90625,50.031464709095815
PGF_05636025,28,28,"FIG001802: Putative alkaline-shock protein",118,125,119.5,1.2955969390869324
PGF_03278866,22,22,"LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent",61,98,74.0909090909091,12.781055195124793
PGF_01719396,43,43,"Thiamin pyrophosphokinase (EC 2.7.6.2)",189,268,221.67441860465115,14.900789631382747
PGF_10245672,61,50,"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)",213,248,220.45901639344262,6.903488712931117
PGF_00048928,42,42,"Ribosome small subunit biogenesis RbfA-release protein RsgA",248,350,298.1666666666667,15.222033946234564
PGF_02013810,1,1,"hypothetical protein",51,51,51,0
PGF_06459503,33,31,"Serine/threonine protein kinase PrkC, regulator of stationary phase",148,821,627.4545454545455,152.6695958913951
PGF_01286574,35,31,"Protein serine/threonine phosphatase PrpC, regulation of stationary phase",242,462,254,36.138621999185304
PGF_00769755,34,34,"16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)",357,469,437.05882352941177,22.078657749684005
PGF_05165078,51,50,"Methionyl-tRNA formyltransferase (EC 2.1.2.9)",61,364,307.01960784313724,47.553680790333765
PGF_00011081,43,43,"Helicase PriA essential for oriC/DnaA-independent DNA replication",606,824,769.5813953488372,44.085135689375804
PGF_06936561,51,50,"Translation elongation factor Ts",39,361,302.4901960784314,44.28400877624887
PGF_09111052,40,40,"Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)",261,437,398.175,23.24638412742937
PGF_05906360,37,37,"DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)",56,120,82.72972972972973,12.160300157765597
PGF_00689961,49,49,"Guanylate kinase (EC 2.7.4.8)",72,220,199.12244897959184,20.642370387796763
PGF_10482832,1,1,"hypothetical protein",126,126,126,0
PGF_02019479,1,1,"Transposase",37,37,37,0
PGF_02009423,2,1,"Transposase (probable), IS891/IS1136/IS1341:Transposase, IS605 OrfB",75,95,85,10
PGF_03990071,50,50,"LSU ribosomal protein L23p (L23Ae)",85,101,97.82,2.5352711886502397
PGF_00016393,50,50,"LSU ribosomal protein L2p (L8e)",81,282,272.58,28.529346294648953
PGF_00049860,51,50,"SSU ribosomal protein S19p (S15e)",48,95,87.92156862745098,11.064593127124905
PGF_00016368,50,50,"LSU ribosomal protein L22p (L17e)",91,136,122.6,10.47854951794379
PGF_01043158,1,1,"hypothetical protein",439,439,439,0
PGF_00049889,50,50,"SSU ribosomal protein S3p (S3e)",217,277,233.34,19.31591054027741
PGF_00016343,50,50,"LSU ribosomal protein L16p (L10e)",125,147,142.5,4.095119045888654
PGF_02899131,51,50,"LSU ribosomal protein L29p (L35e)",55,85,68.11764705882354,6.578774720007442
PGF_00049854,51,50,"SSU ribosomal protein S17p (S11e)",44,178,86.92156862745098,14.238642721798165
PGF_00016340,50,50,"LSU ribosomal protein L14p (L23e)",117,122,121.7,0.7810249675906655
PGF_00016377,49,49,"LSU ribosomal protein L24p (L26e)",61,113,102.16326530612245,10.182712318145027
PGF_00016443,50,50,"LSU ribosomal protein L5p (L11e)",167,194,181.88,4.765039349260402
PGF_00049906,51,50,"SSU ribosomal protein S8p (S15Ae)",51,134,128.15686274509804,13.660265189943878
PGF_00016444,50,50,"LSU ribosomal protein L6p (L9e)",176,190,180.76,4.164420728024488
PGF_00016353,50,50,"LSU ribosomal protein L18p (L5e)",83,123,115.32,11.821065941783761
PGF_00049896,50,50,"SSU ribosomal protein S5p (S2e)",137,244,178.66,27.004895852419057
PGF_00016395,48,48,"LSU ribosomal protein L30p (L7e)",58,85,60.4375,3.8617043409182257
PGF_00016342,50,50,"LSU ribosomal protein L15p (L27Ae)",94,159,145.04,10.770255335877604
PGF_05581732,51,50,"Protein translocase subunit SecY",175,492,426.01960784313724,49.625060950652916
PGF_04244475,50,50,"Adenylate kinase (EC 2.7.4.3)",186,264,207.7,15.42627628431437
PGF_00060431,49,49,"Translation initiation factor 1",59,84,72.14285714285714,3.200765214629725
PGF_00016424,34,34,"LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent",37,68,39.14705882352941,7.050791999489789
PGF_00049840,50,50,"SSU ribosomal protein S13p (S18e)",44,126,120.12,12.021048207207222
PGF_00049837,50,50,"SSU ribosomal protein S11p (S14e)",65,183,130.04,12.033220682759874
PGF_00422271,51,50,"DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)",312,415,323.0980392156863,14.563256075750159
PGF_00016346,49,49,"LSU ribosomal protein L17p",97,183,154,24.48489746928977
PGF_00843068,69,31,"ATPase component of general energizing module of ECF transporters",84,311,278.69565217391306,29.08473594781942
PGF_02366581,32,31,"Transmembrane component of general energizing module of ECF transporters",225,277,267.59375,8.517846613874895
PGF_02015793,1,1,"ABC transporter membrane-spanning permease - macrolide efflux",389,389,389,0
PGF_00413290,71,49,"tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)",226,341,258.2535211267606,20.370316923045856
PGF_06180597,50,50,"LSU ribosomal protein L13p (L13Ae)",86,153,144.02,11.535146292960484
PGF_00049909,50,50,"SSU ribosomal protein S9p (S16e)",79,163,133.66,13.87603689819251
PGF_00063295,11,7,"Type II restriction endonuclease",325,1476,781.8181818181819,339.8707824458151
PGF_02033410,1,1,"hypothetical protein",299,299,299,0
PGF_00020942,2,2,"Methylase",227,247,237,10
PGF_03034988,1,1,"hypothetical protein",47,47,47,0
PGF_06573875,1,1,"hypothetical protein",110,110,110,0
PGF_00088565,1,1,"hypothetical protein",141,141,141,0
PGF_02015851,1,1,"hypothetical protein",37,37,37,0
PGF_05863337,14,14,"Lysophospholipase L2 (EC 3.1.1.5)",228,366,337.5,34.62606367628705
PGF_02032300,1,1,"hypothetical protein",44,44,44,0
PGF_02013700,1,1,"Acetyltransferase (isoleucine patch superfamily)",178,178,178,0
PGF_03482413,9,8,"Acetyltransferase",179,208,190,9.225568335398698
PGF_10013075,91,37,"DNA topoisomerase III (EC 5.99.1.2)",59,1345,655.2527472527472,236.2083543574968
PGF_02015816,1,1,"Nikkomycin biosynthesis protein, carboxylase",418,418,418,0
PGF_01000105,523,40,"Mobile element protein",35,564,277.1472275334608,122.6886003848669
PGF_09978608,194,35,"Transposase",31,539,270.74226804123714,129.8136474288182
PGF_02875184,26,17,"Pullulanase (EC 3.2.1.41)",150,1708,718.4615384615385,468.12475578871977
PGF_02038948,1,1,"hypothetical protein",159,159,159,0
PGF_08277953,1,1,"hypothetical protein",308,308,308,0
PGF_02013792,1,1,"hypothetical protein",74,74,74,0
PGF_00307912,1,1,"hypothetical protein",726,726,726,0
PGF_00025677,1,1,"Nikkomycin biosynthesis protein, carboxylase",389,389,389,0
PGF_06381669,1,1,"hypothetical protein",40,40,40,0
PGF_02008007,26,24,"Integral membrane protein",230,662,462.84615384615387,108.67477674507418
PGF_00084324,55,47,"Undecaprenyl-diphosphatase (EC 3.6.1.27)",188,320,279.6363636363636,18.80460643407609
PGF_03941737,65,33,"L-lactate dehydrogenase (EC 1.1.1.27)",174,326,309.66153846153844,25.38944476205503
PGF_07182652,179,48,"Transcriptional regulator, AcrR family",61,347,200.4413407821229,28.66685295838207
PGF_00006497,26,12,"redox proteins related to the succinate dehydrogenases and fumarate reductases",114,789,553.6153846153846,131.43968400960335
PGF_05452055,1,1,"hypothetical protein",48,48,48,0
PGF_04990487,1,1,"hypothetical protein",869,869,869,0
PGF_06615053,1,1,"hypothetical protein",45,45,45,0
PGF_04169882,1,1,"hypothetical protein",348,348,348,0
PGF_02957682,2,2,"Export ABC transporter",533,537,535,2
PGF_02015812,1,1,"Lipid A export permease/ATP-binding protein MsbA",517,517,517,0
PGF_00423471,22,22,"DinG family ATP-dependent helicase CPE1197",701,905,800.8181818181819,35.40497700457119
PGF_02017994,6,6,"Efflux ABC transporter, permease/ATP-binding protein EF2593",576,583,577.3333333333334,2.5603819159562025
PGF_00003338,6,6,"Efflux ABC transporter, permease/ATP-binding protein EF2592",607,629,620,8.962886439832502
PGF_00684562,1,1,"hypothetical protein",41,41,41,0
PGF_12932397,3,3,"Cell surface hydrolase",293,308,302.6666666666667,6.847546194724712
PGF_02008470,1,1,"hypothetical protein",46,46,46,0
PGF_02039661,33,25,"Oleate hydratase (EC 4.2.1.53)",45,708,544.1212121212121,174.50757690865677
PGF_01935566,29,29,"Nicotinamidase (EC 3.5.1.19)",170,213,183.6551724137931,12.11802835353879
PGF_07058946,25,24,"LemA protein",173,195,186.24,4.827255949294589
PGF_01405081,9,9,"Heat shock protein HtpX",273,323,298.1111111111111,11.976314072594795
PGF_04521913,50,50,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)",256,609,459.62,40.75678593804964
PGF_00421098,35,35,"DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)",371,657,550.2857142857143,70.180001802944
PGF_10373331,24,24,"Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)",61,207,138,31.409924121737916
PGF_08932911,47,41,"Alanine racemase (EC 5.1.1.1)",339,455,389.63829787234044,27.96534750244575
PGF_02013751,1,1,"Programmed cell death antitoxin YdcD",77,77,77,0
PGF_10301671,39,24,"Programmed cell death toxin YdcE",52,188,123.41025641025641,19.55100882532919
PGF_00049828,50,50,"SSU ribosomal protein S10p (S20e)",52,119,101.12,9.46285369220089
PGF_02013986,1,1,"hypothetical protein",70,70,70,0
PGF_00414865,9,9,"CBS domain protein",182,235,215.77777777777777,14.830732189745408
PGF_10363236,4,1,"Transposase",90,389,212.75,109.04442901863442
PGF_00016431,50,50,"LSU ribosomal protein L3p (L3e)",195,231,213.34,9.401297782753188
PGF_04512522,50,50,"LSU ribosomal protein L4p (L1e)",168,221,205.84,10.587464285654049
PGF_10401812,16,15,"Thymidine kinase (EC 2.7.1.21)",41,202,183.5625,38.05582864358625
PGF_02777905,27,27,"proposed amino acid ligase found clustered with an amidotransferase",227,527,451.3703703703704,52.29485361560581
PGF_03801195,25,25,"Putative amidotransferase similar to cobyric acid synthase",212,253,239.88,11.133085825592111
PGF_06400908,35,33,"Mannose-6-phosphate isomerase (EC 5.3.1.8)",305,771,381,143.3684563832445
PGF_05518950,63,27,"Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily",62,661,370.41269841269843,128.49107620433077
PGF_00771814,1,1,"Phosphoglycerate mutase",224,224,224,0
PGF_02019741,1,1,"hypothetical protein",60,60,60,0
PGF_02010515,1,1,"hypothetical protein",109,109,109,0
PGF_01520109,2,2,"Multidrug-efflux transporter, major facilitator superfamily (MFS)",398,400,399,1
PGF_00120456,1,1,"hypothetical protein",87,87,87,0
PGF_02038620,10,8,"Glutamine ABC transporter, substrate-binding protein GlnH / Glutamine ABC transporter, permease protein GlnP",470,516,484.5,11.69829047339824
PGF_02045233,1,1,"hypothetical protein",46,46,46,0
PGF_00015259,58,48,"ATP synthase gamma chain (EC 3.6.3.14)",187,324,295.01724137931035,18.273300080672012
PGF_02016251,1,1,"hypothetical protein",67,67,67,0
PGF_02019742,2,1,"hypothetical protein",104,111,107.5,3.5
PGF_00061417,1,1,"Transposase (probable), IS891/IS1136/IS1341:Transposase, IS605 OrfB",310,310,310,0
PGF_06124784,1,1,"Mobile element protein",129,129,129,0
PGF_00881493,1,1,"Mobile element protein",141,141,141,0
PGF_02011125,1,1,"hypothetical protein",42,42,42,0
PGF_00358128,2,2,"hypothetical protein",106,106,106,0
PGF_02013994,1,1,"hypothetical protein",54,54,54,0
PGF_09654405,22,22,"FIG009886: phosphoesterase",84,174,160.22727272727272,17.696768626919173
PGF_00026362,48,47,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",44,257,199.10416666666666,34.48927344318649
PGF_00086505,2,2,"Uncharacterized protein YslB",159,165,162,3
PGF_10345259,117,50,"Thioredoxin",57,429,115.2051282051282,35.615836884023594
PGF_06776852,44,41,"Recombination inhibitory protein MutS2",132,873,773.6590909090909,115.77033361197547
